Timestamp              | Testing Server   | Dj Lhr Server   | Dj Vehari Server   | Dj Kasur Server   | Gujrat Server   | Jehlum Server   | Woman Jail Server   | Dj Multan Server   | Dj Khanewal Server   | Dj Rajanpur Server   | Dj Rymyarkhan Server   | Dj Layyah Server   | Dj Muzafarghar Server   | Dj Jhang Server   | Dj Bhakkhar Server   | Dj Bhawalnaggar Server   | Dj Shahpur Server   | Dj Lodhara Server   | Dj Mandibhawaldin Server   | Dj Okara Server   | Dj Narrowal Server   | Dj Pakpattan Server   | Dj Sarghodha Server   | Dj Hafizabad Server   | Dj T.T.Singh Server   | Dj Attock Server   | Cj Rawalpindi Server   | Cj Lhr Server   | Cj D.G.Khan Server   | Cj Mainwali Server   | B.J Fasilabad Server   | B.J Bhawalpur Server   | Sub.J Shujabad Server   | Sub.J Chakwal Server   | F3Rgh Server   | Message
2025-04-09 10:49:26   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Dj Sarghodha Server became reachable.
2025-04-09 10:49:26   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Dj Pakpattan Server became reachable.
2025-04-09 10:49:26   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Dj Narrowal Server became reachable.
2025-04-09 10:49:26   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Dj Okara Server became reachable.
2025-04-09 10:49:26   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Dj Mandibhawaldin Server became reachable.
2025-04-09 10:49:26   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Dj Lodhara Server became reachable.
2025-04-09 10:49:26   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Dj Shahpur Server became reachable.
2025-04-09 10:49:26   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Dj Bhawalnaggar Server became reachable.
2025-04-09 10:49:28   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Dj Jhang Server became reachable.
2025-04-09 10:49:28   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Dj Muzafarghar Server became reachable.
2025-04-09 10:49:28   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Dj Layyah Server became reachable.
2025-04-09 10:49:28   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Dj Rymyarkhan Server became reachable.
2025-04-09 10:49:28   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Dj Rajanpur Server became reachable.
2025-04-09 10:49:28   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Dj Khanewal Server became reachable.
2025-04-09 10:49:28   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Dj Multan Server became reachable.
2025-04-09 10:49:28   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Woman Jail Server became reachable.
2025-04-09 10:49:28   | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Jehlum Server became reachable.
2025-04-09 10:49:28   | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Gujrat Server became reachable.
2025-04-09 10:49:28   | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Dj Kasur Server became reachable.
2025-04-09 10:49:28   | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Dj Vehari Server became reachable.
2025-04-09 10:49:28   | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Dj Lhr Server became reachable.
2025-04-09 10:49:28   | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Offline      | Online       | Testing Server became reachable.
2025-04-09 10:50:34   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Log Section Initialized.
2025-04-09 10:50:41   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | F3Rgh Server became reachable.
2025-04-09 10:50:41   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Sub.J Chakwal Server became reachable.
2025-04-09 10:50:45   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Offline      | Offline      | Online       | Online       | B.J Fasilabad Server became reachable.
2025-04-09 10:50:45   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Offline      | Offline      | Online       | Online       | Cj Mainwali Server became reachable.
2025-04-09 10:50:45   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Cj D.G.Khan Server became reachable.
2025-04-09 10:50:47   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Cj Rawalpindi Server became reachable.
2025-04-09 10:50:49   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Dj T.T.Singh Server became reachable.
2025-04-09 10:50:49   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Dj Hafizabad Server became reachable.
2025-04-09 10:50:49   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Dj Sarghodha Server became reachable.
2025-04-09 10:50:49   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Dj Pakpattan Server became reachable.
2025-04-09 10:50:51   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Dj Okara Server became reachable.
2025-04-09 10:50:51   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Dj Mandibhawaldin Server became reachable.
2025-04-09 10:50:51   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Dj Lodhara Server became reachable.
2025-04-09 10:50:51   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Dj Shahpur Server became reachable.
2025-04-09 10:50:51   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Dj Bhawalnaggar Server became reachable.
2025-04-09 10:50:53   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Dj Jhang Server became reachable.
2025-04-09 10:50:53   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Dj Muzafarghar Server became reachable.
2025-04-09 10:50:53   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Dj Layyah Server became reachable.
2025-04-09 10:50:53   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Dj Rymyarkhan Server became reachable.
2025-04-09 10:50:53   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Dj Rajanpur Server became reachable.
2025-04-09 10:50:55   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Dj Multan Server became reachable.
2025-04-09 10:50:55   | Offline      | Offline      | Offline      | Offline      | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Woman Jail Server became reachable.
2025-04-09 10:50:59   | Offline      | Offline      | Offline      | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Dj Kasur Server became reachable.
2025-04-09 10:51:03   | Online       | Offline      | Offline      | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Testing Server became reachable.
2025-04-09 10:51:13   | Online       | Offline      | Offline      | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Offline      | Online       | Online       | Sub.J Chakwal Server became unreachable.
2025-04-09 10:51:13   | Online       | Offline      | Offline      | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Sub.J Shujabad Server became reachable.
2025-04-09 10:51:17   | Online       | Offline      | Offline      | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Offline      | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Cj Mainwali Server became unreachable.
2025-04-09 10:51:17   | Online       | Offline      | Offline      | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Cj Lhr Server became reachable.
2025-04-09 10:51:17   | Online       | Offline      | Offline      | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Attock Server became reachable.
2025-04-09 10:51:19   | Online       | Offline      | Offline      | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Hafizabad Server became unreachable.
2025-04-09 10:51:19   | Online       | Offline      | Offline      | Online       | Offline      | Offline      | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Narrowal Server became reachable.
2025-04-09 10:51:21   | Online       | Offline      | Offline      | Online       | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Khanewal Server became reachable.
2025-04-09 10:51:23   | Online       | Offline      | Offline      | Online       | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Multan Server became unreachable.
2025-04-09 10:51:23   | Online       | Offline      | Offline      | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Jehlum Server became reachable.
2025-04-09 10:51:23   | Online       | Offline      | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Gujrat Server became reachable.
2025-04-09 10:51:23   | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Vehari Server became reachable.
2025-04-09 10:51:23   | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Online       | Offline      | Online       | Online       | Online       | Dj Lhr Server became reachable.
